Cohort,Section Y1,Midterm Y1,Final Y1,Teacher Midterm Y1,Teacher Final Y1,Section Y2,Exam Y2
9.0,1.0,50.7,67.9,2.0,2.0,1.0,19
9.0,1.0,49.3,37.5,2.0,2.0,1.0,13.25
9.0,1.0,80.4,87.6,2.0,2.0,1.0,30.25
9.0,3.0,46.4,51.2,4.0,1.0,3.0,19
9.0,1.0,80,76.7,2.0,2.0,1.0,26
9.0,2.0,50.7,48.6,1.0,1.0,2.0,17.75
9.0,2.0,55.7,47.9,1.0,1.0,2.0,17.75
9.0,2.0,79.3,67.6,1.0,1.0,2.0,25.75
9.0,1.0,62.5,51.7,2.0,2.0,1.0,27.75
9.0,2.0,50.7,30.5,1.0,1.0,2.0,13.75
9.0,2.0,77.9,77.9,1.0,1.0,2.0,20.5
9.0,3.0,96.4,95,4.0,1.0,3.0,27.5
9.0,1.0,90.7,87.1,2.0,2.0,1.0,24.5
9.0,3.0,52.9,39.7,4.0,1.0,3.0,17.5
9.0,3.0,44.3,35.2,4.0,1.0,3.0,16.25
9.0,3.0,25.4,31.8,4.0,1.0,3.0,3.25
9.0,1.0,68.6,80,2.0,2.0,1.0,22.5
9.0,3.0,84.7,87.1,4.0,1.0,3.0,32.5
9.0,3.0,40.7,40.9,4.0,1.0,3.0,18.25
9.0,3.0,58.9,38.8,4.0,1.0,3.0,16.5
9.0,3.0,,,,,3.0,11.25
9.0,3.0,41.1,35,4.0,1.0,3.0,14.5
9.0,3.0,67.9,85.7,4.0,1.0,3.0,22.5
9.0,2.0,37.5,40.7,1.0,1.0,2.0,16
9.0,3.0,77.1,75,4.0,1.0,3.0,19
9.0,1.0,,,,,1.0,13.5
9.0,1.0,35.7,39.5,2.0,2.0,1.0,9.75
9.0,2.0,86.4,78.3,1.0,1.0,2.0,32.75
9.0,2.0,37.1,26.7,1.0,1.0,2.0,10.25
9.0,2.0,30.4,40.7,1.0,1.0,2.0,6.5
9.0,2.0,49.3,44.3,1.0,1.0,2.0,11.75
9.0,2.0,,,,,2.0,2
9.0,3.0,45.7,48.5,4.0,1.0,3.0,14.25
9.0,3.0,,,,,3.0,3.25
9.0,3.0,,,,,3.0,5.75
9.0,3.0,60,55.2,4.0,1.0,3.0,19.25
9.0,2.0,34.3,30.6,1.0,1.0,2.0,13.5
9.0,2.0,44.3,21.4,1.0,1.0,2.0,16.5
9.0,1.0,57.9,39.3,2.0,2.0,1.0,9.5
9.0,2.0,62.5,62.9,1.0,1.0,2.0,15.5
9.0,1.0,60.7,60.3,2.0,2.0,1.0,20
9.0,1.0,55,46.9,2.0,2.0,1.0,19
9.0,1.0,76.4,76.5,2.0,2.0,1.0,19.5
9.0,1.0,51.4,53.3,2.0,2.0,1.0,13
9.0,1.0,49.7,40.9,2.0,2.0,1.0,10.75
9.0,1.0,36.4,41.4,2.0,2.0,1.0,15.75
9.0,1.0,62.1,68.8,2.0,2.0,1.0,20.5
9.0,3.0,63.6,62.6,4.0,1.0,3.0,20
9.0,3.0,62.1,48.3,4.0,1.0,3.0,18.75
9.0,3.0,52.9,47.4,4.0,1.0,3.0,14
9.0,3.0,51.4,39.8,4.0,1.0,3.0,17
9.0,3.0,79.3,63.1,4.0,1.0,3.0,24.5
9.0,3.0,49.3,60.2,4.0,1.0,3.0,15.5
9.0,3.0,79.3,72.1,4.0,1.0,3.0,12.75
9.0,2.0,51.1,57.2,1.0,1.0,2.0,16.5
9.0,2.0,48.6,36.2,1.0,1.0,2.0,10.5
9.0,2.0,35,17.9,1.0,1.0,2.0,12.75
9.0,3.0,44.3,41.7,4.0,1.0,3.0,14.25
9.0,2.0,63.9,53,1.0,1.0,2.0,17
9.0,2.0,71.4,70.5,1.0,1.0,2.0,10.5
9.0,1.0,54.3,56.4,2.0,2.0,1.0,13.25
9.0,2.0,68.9,59,1.0,1.0,2.0,18.25
9.0,1.0,59.3,56.3,2.0,2.0,1.0,23
9.0,1.0,41.4,18.4,2.0,2.0,1.0,2.25
9.0,1.0,65,31.1,2.0,2.0,1.0,12.75
9.0,1.0,41.8,42.6,2.0,2.0,1.0,18.5
9.0,1.0,,,,,1.0,19
9.0,1.0,28.6,44.8,2.0,2.0,1.0,5
9.0,2.0,,,,,2.0,Absent
9.0,1.0,82.1,65.9,2.0,2.0,1.0,18.75
9.0,1.0,43.6,31.4,2.0,2.0,1.0,13
9.0,2.0,40,27.3,1.0,1.0,2.0,14.75
9.0,2.0,45.7,20,1.0,1.0,2.0,12.25
9.0,2.0,69.7,70.9,1.0,1.0,2.0,21.75
9.0,1.0,47.9,40.9,2.0,2.0,1.0,13.5
9.0,1.0,65.7,62.9,2.0,2.0,1.0,17.5
9.0,2.0,62.1,59.8,1.0,1.0,2.0,17
2.0,3.0,15.5,3,2.0,1.0,3.0,
2.0,3.0,16.5,6,2.0,1.0,3.0,
2.0,2.0,68.5,82,2.0,1.0,2.0,
2.0,2.0,Absent,,2.0,1.0,2.0,
2.0,2.0,14.5,Absent,2.0,1.0,2.0,
2.0,3.0,12.5,17,2.0,1.0,3.0,
2.0,1.0,55.5,36,2.0,1.0,1.0,
2.0,3.0,5.5,3,2.0,1.0,3.0,
2.0,3.0,13,22,2.0,1.0,3.0,
2.0,3.0,Absent,Absent,2.0,1.0,3.0,
2.0,1.0,Absent,,2.0,1.0,1.0,
2.0,3.0,10.5,,2.0,1.0,3.0,
2.0,2.0,11.5,0,2.0,1.0,2.0,
2.0,1.0,22.5,Absent,2.0,1.0,1.0,
2.0,1.0,13,3,2.0,1.0,1.0,
2.0,2.0,Absent,,2.0,1.0,2.0,
2.0,3.0,12.5,Absent,2.0,1.0,3.0,
2.0,1.0,12.5,8,2.0,1.0,1.0,
2.0,3.0,33.5,Absent,2.0,1.0,3.0,
2.0,2.0,13.5,16,2.0,1.0,2.0,
2.0,2.0,10,2,2.0,1.0,2.0,
2.0,1.0,14.5,4,2.0,1.0,1.0,
2.0,2.0,11.5,3,2.0,1.0,2.0,
2.0,3.0,16,Absent,2.0,1.0,3.0,
2.0,3.0,4,,2.0,1.0,3.0,
2.0,3.0,21,3,2.0,1.0,3.0,
3.0,3.0,6,0.5,1.0,1.0,3.0,
3.0,3.0,Absent,Absent,1.0,1.0,3.0,
3.0,3.0,59,62,1.0,1.0,3.0,
3.0,1.0,81.5,86.5,2.0,2.0,1.0,
3.0,3.0,14,Absent,1.0,1.0,3.0,
3.0,3.0,15.5,24,1.0,1.0,3.0,
3.0,3.0,25.5,16.5,1.0,1.0,3.0,
3.0,3.0,14.5,Absent,1.0,1.0,3.0,
3.0,3.0,25,33,1.0,1.0,3.0,
3.0,3.0,22.5,3,1.0,1.0,3.0,
3.0,3.0,18.5,Absent,1.0,1.0,3.0,
3.0,1.0,14.5,10.5,2.0,2.0,1.0,
3.0,2.0,61.5,33.5,3.0,3.0,2.0,
3.0,2.0,Absent,Absent,3.0,3.0,2.0,
3.0,1.0,Absent,Absent,2.0,2.0,1.0,
3.0,2.0,17,9.5,3.0,3.0,2.0,
4.0,1.0,63.5,69.5,2.0,2.0,1.0,
4.0,2.0,29.5,23,1.0,1.0,2.0,
4.0,1.0,22.5,14.5,2.0,2.0,1.0,
4.0,2.0,21,22,1.0,1.0,2.0,
4.0,3.0,30,27.5,2.0,2.0,3.0,
5.0,3.0,20.5,26,2.0,2.0,3.0,
5.0,2.0,39,Absent,1.0,1.0,2.0,
5.0,3.0,15,17.5,2.0,2.0,3.0,
5.0,3.0,7.5,14.5,2.0,2.0,3.0,
5.0,2.0,19,15,1.0,1.0,2.0,
5.0,3.0,24,24.5,2.0,2.0,3.0,
6.0,2.0,37.5,47,2.0,2.0,2.0,
7.0,3.0,12,55.27,1.0,1.0,3.0,
7.0,3.0,8,17.63,1.0,1.0,3.0,
7.0,2.0,23.5,45.83,2.0,2.0,2.0,
7.0,1.0,17.5,21,2.0,1.0,1.0,
7.0,3.0,7.5,Absent,1.0,1.0,3.0,
7.0,3.0,Absent,Absent,1.0,1.0,3.0,
7.0,1.0,36,Absent,2.0,1.0,1.0,
7.0,2.0,17.5,11,2.0,2.0,2.0,
7.0,3.0,28.5,24.57,1.0,1.0,3.0,
7.0,1.0,29.5,8.9,2.0,1.0,1.0,
7.0,3.0,18,16.03,1.0,1.0,3.0,
7.0,2.0,3,19.3,2.0,2.0,2.0,
7.0,2.0,11.5,Absent,2.0,2.0,2.0,
7.0,3.0,8,12.9,1.0,1.0,3.0,
8.0,2.0,33.57,38.4,2.0,2.0,2.0,
8.0,1.0,29.29,Absent,2.0,1.0,1.0,
8.0,1.0,40.71,48.3,2.0,1.0,1.0,
8.0,2.0,33.57,0,2.0,2.0,2.0,
8.0,3.0,29.29,31.7,1.0,1.0,3.0,
8.0,3.0,37.14,6.1,1.0,1.0,3.0,
8.0,2.0,40,46.7,2.0,2.0,2.0,
8.0,1.0,Absent,Absent,2.0,1.0,1.0,
8.0,1.0,Absent,Absent,2.0,1.0,1.0,
8.0,1.0,Absent,Absent,2.0,1.0,1.0,
9.0,1.0,58.6,39.1,2.0,2.0,1.0,
9.0,1.0,17.9,Absent,2.0,2.0,1.0,
9.0,2.0,57.1,Absent,1.0,1.0,2.0,
9.0,3.0,Absent,Absent,4.0,1.0,3.0,
9.0,1.0,7.1,Absent,2.0,2.0,1.0,
9.0,3.0,22.9,20,4.0,1.0,3.0,
9.0,1.0,54.7,29.1,2.0,2.0,1.0,
9.0,1.0,37.9,26.5,2.0,2.0,1.0,
9.0,1.0,47.9,40.3,2.0,2.0,1.0,
9.0,2.0,34.7,42,1.0,1.0,2.0,
9.0,3.0,86.4,81.4,4.0,1.0,3.0,
